phrase	n	count	loglik	pages	proper	example	loose_key	head_key
capite quinto	2	5	45.14	5	False	capite quinto	capit quint	quint
calendas novembris	2	3	45.12	3	True	Calendas Novembris	calend novembr	novembr
debere baptizari	2	3	45.07	3	False	debere baptizari	deber baptizar	baptizar
samson dolensis	2	3	44.95	2	True	Samson Dolensis	samson dolens	dolens
regis arthuri	2	5	44.85	5	False	regis Arthuri	reg arthur	arthur
haeresim pelagianam	2	4	44.83	4	False	haeresim Pelagianam	haeresi pelagian	pelagian
apostolis eruditi	2	3	44.66	2	False	apostolis eruditi	apostol erudit	erudit
johannes lelandus	2	4	44.56	4	True	Johannes Lelandus	johann leland	leland
armoricanorum britonum	2	3	44.56	2	True	Armoricanorum Britonum	armorican briton	briton
guilielmo albanensi	2	3	44.53	3	True	Guilielmo Albanensi	guilielm albanens	albanens
scoticae gentis	2	3	44.43	2	False	Scoticae gentis	scotic gent	gent
omnes ecclesias	2	5	44.38	4	False	omnes Ecclesias	omn ecclesi	ecclesi
capite quarto	2	5	44.26	5	False	capite quarto	capit quart	quart
arelatensi cathedra	2	3	44.23	3	False	Arelatensi cathedra	arelatens cathedr	cathedr
quinto capite	2	4	44.2	4	False	quinto capite	quint capit	capit
divinae sapientiae	2	3	44.19	3	False	divinae sapientiae	divin sapienti	sapienti
civitatem verolamium	2	3	44.19	2	False	civitatem Verolamium	civitat verol	verol
sanctus david	2	4	44.03	3	False	sanctus David	sanct david	david
ecclesiae curiensis	2	4	44.01	4	False	ecclesiae Curiensis	ecclesi curiens	curiens
vitae augustini	2	5	43.94	5	False	vitae Augustini	vit augustin	augustin
aurelius ambrosius	2	3	43.9	3	True	Aurelius Ambrosius	aureli ambrosi	ambrosi
omne hominum	2	4	43.88	4	False	omne hominum	omn homin	homin
italiae finibus	2	3	43.86	2	False	Italiae finibus	itali fin	fin
orientalis imperii	2	3	43.83	3	False	Orientalis imperii	oriental imperi	imperi
legatis caesaris	2	3	43.73	3	False	legatis Caesaris	legat caesar	caesar
germaniae provinciis	2	3	43.67	2	False	Germaniae provinciis	germani provinci	provinci
guilielmus caxtonus	2	3	43.59	3	True	Guilielmus Caxtonus	guilielm caxton	caxton
putavit baronius	2	3	43.46	3	False	putavit Baronius	putavit baroni	baroni
sancti timothei	2	4	43.31	4	False	sancti Timothei	sanct timothe	timothe
situs monasterii	2	3	43.28	3	False	Situs monasterii	sit monasteri	monasteri
consulatum gessit	2	3	43.17	3	False	consulatum gessit	consulat gessit	gessit
armoricum regnum	2	3	42.88	3	False	Armoricum regnum	armoric regn	regn
habere peccatum	2	4	42.86	2	False	habere peccatum	haber peccat	peccat
calendas octobris	2	3	42.85	3	True	Calendas Octobris	calend octobr	octobr
clerici nomen	2	3	42.81	2	False	clerici nomen	cleric nomen	nomen
gildae nomen	2	5	42.78	5	False	Gildae nomen	gild nomen	nomen
praedictae ecclesiae	2	4	42.74	4	False	praedictae ecclesiae	praedict ecclesi	ecclesi
ecclesia cathedrali	2	3	42.71	3	False	ecclesia cathedrali	ecclesi cathedral	cathedral
temporis ratione	2	4	42.68	4	False	temporis ratione	tempor ration	ration
sexagesimo septimo	2	3	42.63	3	False	sexagesimo septimo	sexagesim septim	septim
vita functum	2	4	42.57	3	False	vita functum	vit funct	funct
baptismum susceperunt	2	3	42.33	2	False	baptismum susceperunt	baptism susceperunt	susceperunt
originale peccatum	2	3	42.32	3	False	originale peccatum	original peccat	peccat
nos ducit	2	3	42.26	3	False	nos ducit	n ducit	ducit
spiritum sanctum	2	3	42.24	2	False	Spiritum sanctum	spirit sanct	sanct
marci antonini	2	3	42.07	3	True	Marci Antonini	marc antonin	antonin
sanctitas tua	2	3	42.05	3	False	sanctitas tua	sanctit tu	tu
pelagium celestium	2	4	42.04	4	True	Pelagium Celestium	pelag celest	celest
persecutionem diocletiani	2	3	41.99	3	False	persecutionem Diocletiani	persecution diocletian	diocletian
albanensis coenobii	2	3	41.98	3	False	Albanensis coenobii	albanens coenobi	coenobi
annum mcccclx	2	3	41.85	3	False	annum MCCCCLX	ann mcccclx	mcccclx
annum dom	2	3	41.85	3	False	annum Dom	ann do	do
regis britonum	2	6	41.83	6	False	regis Britonum	reg briton	briton
metropolitana sede	2	3	41.81	3	False	metropolitana sede	metropolitan sed	sed
humanae mentis	2	3	41.73	3	False	humanae mentis	human ment	ment
multos annos	2	4	41.71	4	False	multos annos	mult ann	ann
beati aaron	2	3	41.69	2	False	beati Aaron	beat aaron	aaron
reges pagani	2	3	41.68	3	False	reges pagani	reg pagan	pagan
capite octavo	2	4	41.62	4	False	capite octavo	capit octav	octav
arthuro rege	2	4	41.59	4	False	Arthuro rege	arthur reg	reg
sanctae recordationis	2	3	41.52	3	False	sanctae recordationis	sanct recordation	recordation
vir eruditus	2	3	41.52	3	False	vir eruditus	vir erudit	erudit
hisce versibus	2	3	41.48	3	False	hisce versibus	hisc ver	ver
regulis totius	2	3	41.4	2	False	regulis totius	regul toti	toti
peccato originali	2	3	41.39	3	False	peccato originali	peccat original	original
libri primi	2	4	41.24	4	False	libri primi	libr prim	prim
operis imperfecti	2	3	41.19	3	False	operis imperfecti	oper imperfect	imperfect
hilarium arelatensem	2	3	41.18	3	True	Hilarium Arelatensem	hilar arelatens	arelatens
anglorum adventum	2	5	41.17	5	False	Anglorum adventum	angl advent	advent
orientalium episcoporum	2	3	41.11	3	False	orientalium episcoporum	oriental episcop	episcop
robertus antissiodorensis	2	3	41.1	3	True	Robertus Antissiodorensis	robert antissiodorens	antissiodorens
africanis episcopis	2	3	41.04	3	False	Africanis episcopis	african episcop	episcop
dei vicarius	2	4	40.96	2	False	Dei vicarius	de vicari	vicari
propria voluntate	2	3	40.95	1	False	propria voluntate	propri voluntat	voluntat
regis temporibus	2	6	40.88	6	False	regis temporibus	reg tempor	tempor
apostolicam sedem	2	3	40.88	3	False	apostolicam sedem	apostolic sed	sed
innocentium papam	2	3	40.78	3	False	Innocentium papam	innocent pap	pap
vitam aeternam	2	3	40.76	3	False	vitam aeternam	vit aetern	aetern
petro apostolo	2	3	40.67	3	False	Petro apostolo	petr apostol	apostol
aurelio carthaginiensi	2	3	40.67	3	True	Aurelio Carthaginiensi	aureli carthaginiens	carthaginiens
adversus pelagium	2	5	40.57	4	False	adversus Pelagium	advers pelag	pelag
johannes fletus	2	3	40.56	3	True	Johannes Fletus	johann flet	flet
henrico vi	2	3	40.55	3	True	Henrico VI	henric v	v
marci aurelii	2	3	40.4	3	True	Marci Aurelii	marc aureli	aureli
regni britannici	2	4	40.36	4	False	regni Britannici	regn britannic	britannic
bibliotheca floriacensi	2	3	40.3	3	False	bibliotheca Floriacensi	bibliothec floriacens	floriacens
duodecim duces	2	3	40.3	1	False	duodecim duces	duodeci duc	duc
paulus orosius	2	3	40.27	3	True	Paulus Orosius	paul orosi	orosi
multis aliis	2	5	40.25	4	False	multis aliis	mult ali	ali
urbem legionum	2	4	40.06	4	False	urbem legionum	urb legion	legion
suae matris	2	4	40.04	4	False	suae matris	su matr	matr
volente deo	2	3	40.0	3	False	volente Deo	volent de	de
alia manu	2	4	39.9	4	False	alia manu	ali manu	manu
interfuit augustinus	2	3	39.72	2	False	interfuit Augustinus	interfuit augustin	augustin
ejus mandatum	2	4	39.67	4	False	ejus mandatum	ej mandat	mandat
beati martyris	2	4	39.64	4	False	beati martyris	beat martyr	martyr
christum sepelivit	2	3	39.64	2	False	Christum sepelivit	christ sepelivit	sepelivit
scribit vigilantius	2	3	39.64	3	False	scribit Vigilantius	scribit vigilanti	vigilanti
ecclesiae catholicae	2	5	39.62	4	False	Ecclesiae Catholicae	ecclesi catholic	catholic
capite septimo	2	4	39.47	4	False	capite septimo	capit septim	septim
sancta maria	2	3	39.38	3	False	sancta Maria	sanct mari	mari
philippus apostolus	2	3	39.38	3	False	Philippus apostolus	philipp apostol	apostol
scriptorum ecclesiasticorum	2	3	39.36	2	False	scriptorum ecclesiasticorum	script ecclesiastic	ecclesiastic
lingua anglicana	2	3	39.3	3	False	lingua Anglicana	lingu anglican	anglican
omnibus gentibus	2	4	39.29	4	False	omnibus gentibus	omn gent	gent
cambriae totius	2	4	39.29	3	False	Cambriae totius	cambri toti	toti
romanum episcopum	2	4	39.22	4	False	Romanum episcopum	roman episcop	episcop
mortem obiisse	2	3	39.09	3	False	mortem obiisse	mort obiiss	obiiss
arbitrii potestatem	2	3	39.08	3	False	arbitrii potestatem	arbitri potestat	potestat
minore chronico	2	3	38.69	3	False	minore chronico	minor chronic	chronic
matthaeus uterque	2	3	38.63	3	False	Matthaeus uterque	matthae uter	uter
dies singulos	2	3	38.57	3	False	dies singulos	di singul	singul
primam ecclesiam	2	4	38.53	2	False	primam ecclesiam	prim ecclesi	ecclesi
insulae parte	2	4	38.5	3	False	insulae parte	insul part	part
absque peccato	2	4	38.49	4	False	absque peccato	ab peccat	peccat
aetate mundi	2	3	38.43	3	False	aetate mundi	aetat mund	mund
cottoniana bibliotheca	2	3	38.41	3	False	Cottoniana bibliotheca	cottonian bibliothec	bibliothec
historia abbatum	2	3	38.32	3	False	historia abbatum	histori abbat	abbat
scotichronico legimus	2	3	38.32	3	False	Scotichronico legimus	scotichronic legim	legim
libri quarti	2	3	38.29	3	False	libri quarti	libr quart	quart
grex domini	2	3	38.26	3	False	grex Domini	grex domin	domin
rebus gestis	2	4	38.16	4	False	rebus gestis	reb gest	gest
glastoniensium monachorum	2	3	38.06	2	False	Glastoniensium monachorum	glastonien monach	monach
chronico minore	2	3	38.05	3	False	chronico minore	chronic minor	minor
fit mentio	2	3	38.03	3	False	fit mentio	fit menti	menti
sanctum albanum	2	3	37.97	3	False	Sanctum Albanum	sanct alban	alban
hujus anni	2	5	37.91	5	False	hujus anni	huj ann	ann
lirinensis monasterii	2	3	37.8	3	False	Lirinensis monasterii	lirinens monasteri	monasteri
quinquaginta annis	2	3	37.77	3	False	quinquaginta annis	quinquagint ann	ann
christum seculi	2	3	37.74	3	False	Christum seculi	christ secul	secul
civitate londinensi	2	3	37.67	2	False	civitate Londinensi	civitat londinens	londinens
regno britanniae	2	5	37.62	5	False	regno Britanniae	regn britanni	britanni
duobus antiquissimis	2	3	37.62	3	False	duobus antiquissimis	duob antiquissim	antiquissim
terrarum orbem	2	3	37.52	3	False	terrarum orbem	terr orb	orb
castellani regis	2	3	37.44	3	False	Castellani regis	castellan reg	reg
sancti petri	2	4	37.35	3	False	sancti Petri	sanct petr	petr
pelagiana dogmata	2	3	37.33	3	False	Pelagiana dogmata	pelagian dogmat	dogmat
sanctorum canonicorum	2	3	37.18	3	False	sanctorum canonicorum	sanct canonic	canonic
sancti phaganus	2	3	37.17	3	False	sancti Phaganus	sanct phagan	phagan
sancti salvatoris	2	3	37.17	3	False	sancti Salvatoris	sanct salvator	salvator
totius dextralis	2	3	37.16	3	False	totius dextralis	toti dextral	dextral
rei veritate	2	3	37.05	3	False	rei veritate	re veritat	veritat
primas partes	2	3	37.05	1	False	primas partes	prim part	part
gratiam christi	2	6	37.01	6	False	gratiam Christi	grati christ	christ
passus centum	2	3	37.01	1	False	passus centum	pass cent	cent
verae fidei	2	3	37.0	2	False	verae fidei	ver fide	fide
offa rege	2	3	36.99	3	False	Offa rege	off reg	reg
episcopalem sedem	2	3	36.98	3	False	episcopalem sedem	episcopal sed	sed
parte insulae	2	4	36.9	4	False	parte insulae	part insul	insul
regnum iniisse	2	3	36.89	3	False	regnum iniisse	regn iniiss	iniiss
cultum christi	2	4	36.8	4	False	cultum Christi	cult christ	christ
roffensis historiae	2	3	36.7	3	False	Roffensis historiae	roffens histori	histori
constantinum magnum	2	3	36.7	3	False	Constantinum Magnum	constantin magn	magn
regis britanniae	2	6	36.66	6	False	regis Britanniae	reg britanni	britanni
ecclesia catholica	2	4	36.55	4	False	ecclesia Catholica	ecclesi catholic	catholic
legenda helenae	2	3	36.53	3	False	legenda Helenae	legend helen	helen
omnis homo	2	3	36.39	3	False	omnis homo	omn hom	hom
actis concilii	2	3	36.36	3	False	actis concilii	act concili	concili
julii martyris	2	3	36.27	2	False	Julii martyris	juli martyr	martyr
innocentii romani	2	3	36.16	3	True	Innocentii Romani	innocenti roman	roman
landavensi episcopo	2	3	36.15	3	False	Landavensi episcopo	landavens episcop	episcop
sedis apostolicae	2	3	36.1	3	False	sedis apostolicae	sed apostolic	apostolic
johannes fordonus	2	3	36.07	3	True	Johannes Fordonus	johann fordon	fordon
samsonis ms	2	3	36.02	1	True	Samsonis MS	samson m	m
prioris operis	2	3	36.02	2	False	prioris operis	prior oper	oper
centum sexaginta	2	3	35.99	3	False	centum sexaginta	cent sexagint	sexagint
sanctis germaniae	2	3	35.93	3	False	sanctis Germaniae	sanct germani	germani
capite quinquagesimo	2	3	35.91	3	False	capite quinquagesimo	capit quinquagesim	quinquagesim
alia plura	2	3	35.77	2	False	alia plura	ali plur	plur
capitulo tertio	2	3	35.72	3	False	capitulo tertio	capitul terti	terti
libri tertii	2	3	35.63	3	False	libri tertii	libr terti	terti
antiquorum saxonum	2	3	35.6	3	False	antiquorum Saxonum	antiqu saxon	saxon
septem annos	2	4	35.49	4	False	septem annos	sept ann	ann
vita constantini	2	5	35.47	4	False	vita Constantini	vit constantin	constantin
lucio regi	2	3	35.47	3	False	Lucio regi	luci reg	reg
celestino romano	2	3	35.36	3	True	Celestino Romano	celestin roman	roman
parte australi	2	3	35.31	2	False	parte australi	part austral	austral
duodecim hidas	2	3	35.13	3	False	duodecim hidas	duodeci hid	hid
vita christiana	2	4	34.94	2	False	vita Christiana	vit christian	christian
britannis cair	2	3	34.58	2	True	Britannis Cair	britann cair	cair
pii episcopi	2	3	34.57	3	False	Pii episcopi	pi episcop	episcop
vita excessisse	2	3	34.44	3	False	vita excessisse	vit excessiss	excessiss
vita functus	2	3	34.44	3	False	vita functus	vit funct	funct
hominem posse	2	4	34.38	4	False	hominem posse	homin poss	poss
anno regni	2	6	34.25	6	False	anno regni	ann regn	regn
insulam mari	2	3	34.19	3	False	insulam mari	insul mar	mar
ctesiphontem epistola	2	3	34.04	2	False	Ctesiphontem epistola	ctesiphont epistol	epistol
saxonum adventum	2	4	34.02	4	False	Saxonum adventum	saxon advent	advent
chronico legimus	2	4	33.93	4	False	chronico legimus	chronic legim	legim
nescio quid	2	3	33.93	3	False	nescio quid	nesci quid	quid
sanctus germanus	2	3	33.93	3	False	sanctus Germanus	sanct german	german
utraque parte	2	3	33.86	3	False	utraque parte	utr part	part
mortem patris	2	3	33.83	3	False	mortem patris	mort patr	patr
britanniae rex	2	5	33.74	4	False	Britanniae rex	britanni rex	rex
anno aetatis	2	4	33.69	2	False	anno aetatis	ann aetat	aetat
historiarum sanctorum	2	3	33.68	3	False	historiarum sanctorum	histor sanct	sanct
concilio carthaginiensi	2	3	33.55	3	False	concilio Carthaginiensi	concili carthaginiens	carthaginiens
totum orbem	2	3	33.48	3	False	totum orbem	tot orb	orb
solius dei	2	3	33.41	2	False	solius Dei	soli de	de
nomen retinet	2	3	33.36	3	False	nomen retinet	nomen retinet	retinet
beatus hieronymus	2	3	33.35	3	False	beatus Hieronymus	beat hieronym	hieronym
scriptorum catalogo	2	3	33.35	3	False	scriptorum catalogo	script catalog	catalog
diversis locis	2	3	33.14	3	False	diversis locis	divers loc	loc
occidentali parte	2	3	33.1	3	False	occidentali parte	occidental part	part
britannicae gentis	2	3	33.08	3	False	Britannicae gentis	britannic gent	gent
martyrio vitam	2	3	33.05	3	False	martyrio vitam	martyri vit	vit
albani martyris	2	4	33.02	3	False	Albani martyris	alban martyr	martyr
augustinus episcopus	2	4	33.02	3	False	Augustinus episcopus	augustin episcop	episcop
dies viginti	2	3	33.01	3	False	dies viginti	di vigint	vigint
sanctus albanus	2	3	32.96	2	False	sanctus Albanus	sanct alban	alban
duobus mss	2	3	32.94	3	False	duobus MSS	duob ms	ms
aliis omnibus	2	5	32.9	5	False	aliis omnibus	ali omn	omn
christi fidem	2	6	32.86	5	False	Christi fidem	christ fid	fid
saxones venerunt	2	3	32.65	1	False	Saxones venerunt	saxon venerunt	venerunt
romanorum imperio	2	3	32.48	3	False	Romanorum imperio	roman imperi	imperi
tibi roma	2	3	32.41	2	False	tibi Roma	tib rom	rom
haeresis pelagiana	2	3	32.41	3	False	haeresis Pelagiana	haeres pelagian	pelagian
romano martyrologio	2	3	32.33	3	False	Romano martyrologio	roman martyrologi	martyrologi
johannes bosco	2	3	32.25	3	True	Johannes Bosco	johann bosc	bosc
bedae martyrologio	2	3	32.12	3	False	Bedae martyrologio	bed martyrologi	martyrologi
sanctum virum	2	3	32.11	3	False	sanctum virum	sanct vir	vir
sanctae mariae	2	3	32.04	3	False	sanctae Mariae	sanct mari	mari
sancti viri	2	4	32.01	4	False	sancti viri	sanct vir	vir
capite vicesimo	2	3	32.01	2	False	capite vicesimo	capit vicesim	vicesim
habetur editum	2	3	31.98	3	False	habetur editum	habetur edit	edit
petri apostoli	2	3	31.88	3	False	Petri apostoli	petr apostol	apostol
praedicti sancti	2	3	31.88	3	False	praedicti sancti	praedict sanct	sanct
decimo quarto	2	3	31.87	3	False	decimo quarto	decim quart	quart
domino salutem	2	3	31.78	3	False	Domino salutem	domin salut	salut
duodecim sociis	2	3	31.72	3	False	duodecim sociis	duodeci soci	soci
scriptor vitae	2	3	31.62	3	False	scriptor vitae	scriptor vit	vit
rex britanniae	2	5	31.57	5	False	rex Britanniae	rex britanni	britanni
author annalium	2	3	31.54	3	False	author annalium	author annal	annal
rex ina	2	3	31.48	2	False	rex Ina	rex in	in
tabula magna	2	3	31.39	3	False	Tabula magna	tabul magn	magn
malmesburiensis monachus	2	3	31.34	3	False	Malmesburiensis monachus	malmesburiens monach	monach
millia hominum	2	3	31.25	3	False	millia hominum	milli homin	homin
episcopi pelagiani	2	3	31.11	2	False	episcopi Pelagiani	episcop pelagian	pelagian
unius dei	2	4	31.05	4	False	unius Dei	uni de	de
johannes cassianus	2	3	31.01	3	True	Johannes Cassianus	johann cassian	cassian
rex arthurus	2	3	30.87	3	False	rex Arthurus	rex arthur	arthur
historia majore	2	3	30.81	3	False	historia majore	histori major	major
anno aerae	2	4	30.69	4	False	anno aerae	ann aer	aer
libros duos	2	3	30.69	3	False	libros duos	libr du	du
romani imperii	2	3	30.66	3	False	Romani imperii	roman imperi	imperi
concilio arelatensi	2	3	30.58	3	False	concilio Arelatensi	concili arelatens	arelatens
decem annis	2	3	30.55	3	False	decem annis	dec ann	ann
inquit ninius	2	3	30.52	3	False	inquit Ninius	inquit nini	nini
deo meo	2	3	30.39	2	False	Deo meo	de me	me
fidem convertit	2	3	30.37	3	False	fidem convertit	fid convertit	convertit
scripsit hieronymus	2	3	30.35	3	False	scripsit Hieronymus	scripsit hieronym	hieronym
capite secundo	2	4	30.25	4	False	capite secundo	capit secund	secund
anno salutis	2	4	30.21	4	False	anno salutis	ann salut	salut
sanctorum patrum	2	3	30.18	3	False	sanctorum patrum	sanct patr	patr
rem narrat	2	3	30.14	3	False	rem narrat	r narrat	narrat
epistolam fausti	2	3	30.14	2	False	epistolam Fausti	epistol faust	faust
libro tertio	2	4	29.97	4	False	libro tertio	libr terti	terti
nomine fundata	2	3	29.93	2	False	nomine fundata	nomin fundat	fundat
annum gratiae	2	5	29.89	5	False	annum gratiae	ann grati	grati
historia britonum	2	4	29.87	4	False	historia Britonum	histori briton	briton
sancta synodo	2	3	29.85	2	False	sancta synodo	sanct synod	synod
omnium ecclesiarum	2	3	29.65	3	False	omnium ecclesiarum	omn eccles	eccles
christi fidelibus	2	3	29.54	3	False	Christi fidelibus	christ fidel	fidel
centum annis	2	3	29.53	3	False	centum annis	cent ann	ann
arelatensem episcopum	2	3	29.28	3	False	Arelatensem episcopum	arelatens episcop	episcop
britannorum rege	2	4	29.15	4	False	Britannorum rege	britann reg	reg
britanniam venisse	2	3	29.15	3	False	Britanniam venisse	britanni veniss	veniss
tabula legimus	2	3	29.13	3	False	tabula legimus	tabul legim	legim
omnium apostolorum	2	3	29.03	3	False	omnium apostolorum	omn apostol	apostol
anno ccccxxx	2	3	28.96	3	False	anno CCCCXXX	ann ccccxxx	ccccxxx
sancti patricii	2	3	28.9	2	False	sancti Patricii	sanct patrici	patrici
papa romano	2	3	28.77	2	False	papa Romano	pap roman	roman
totius religionis	2	3	28.58	3	False	totius religionis	toti religion	religion
filiam regis	2	3	28.46	3	False	filiam regis	fili reg	reg
historiarum libro	2	3	28.29	3	False	historiarum libro	histor libr	libr
multum tempus	2	3	28.24	3	False	multum tempus	mult temp	temp
septem episcopis	2	3	28.22	2	False	septem episcopis	sept episcop	episcop
sarisburiensis ecclesiae	2	3	28.22	3	False	Sarisburiensis ecclesiae	sarisburiens ecclesi	ecclesi
martyris albani	2	3	28.22	3	False	martyris Albani	martyr alban	alban
dominus vitam	2	3	28.21	3	False	Dominus vitam	domin vit	vit
anno diocletiani	2	4	28.15	4	False	anno Diocletiani	ann diocletian	diocletian
romano episcopo	2	3	28.12	3	False	Romano episcopo	roman episcop	episcop
discipulis sanctorum	2	3	28.1	3	False	discipulis sanctorum	discipul sanct	sanct
decem annos	2	3	28.1	3	False	decem annos	dec ann	ann
initio libri	2	3	28.07	3	False	initio libri	initi libr	libr
annum adventus	2	3	27.82	2	False	annum adventus	ann advent	advent
libris duobus	2	3	27.72	3	False	libris duobus	libr duob	duob
deo nostro	2	3	27.72	3	False	Deo nostro	de nostr	nostr
dubricii vita	2	3	27.48	3	False	Dubricii vita	dubrici vit	vit
verbi dei	2	3	27.33	3	False	verbi Dei	verb de	de
legenda sancti	2	3	27.2	3	False	legenda sancti	legend sanct	sanct
sancti david	2	3	27.01	3	False	sancti David	sanct david	david
albani martyrium	2	3	27.01	3	False	Albani martyrium	alban martyr	martyr
passione christi	2	3	26.95	2	False	passione Christi	passion christ	christ
gratiae suae	2	4	26.9	3	False	gratiae suae	grati su	su
finem anni	2	3	26.67	3	False	finem anni	fin ann	ann
libro nono	2	3	26.61	3	False	libro nono	libr non	non
totam insulam	2	3	26.25	3	False	totam insulam	tot insul	insul
libro vigesimo	2	3	26.06	2	False	libro vigesimo	libr vigesim	vigesim
christianae fidei	2	3	26.05	2	False	Christianae fidei	christian fide	fide
corpus ejus	2	4	26.03	3	False	corpus ejus	corp ej	ej
illis temporibus	2	4	26.03	4	False	illis temporibus	ill tempor	tempor
pater ejus	2	4	26.03	4	False	pater ejus	pater ej	ej
fidei christianae	2	3	25.95	3	False	fidei Christianae	fide christian	christian
alia multa	2	3	25.9	3	False	alia multa	ali mult	mult
synodi gestis	2	3	25.87	3	False	synodi gestis	synod gest	gest
britanniae parte	2	4	25.85	3	False	Britanniae parte	britanni part	part
britanniam primam	2	3	25.83	3	False	Britanniam primam	britanni prim	prim
nostris temporibus	2	3	25.77	3	False	nostris temporibus	nostr tempor	tempor
gente anglorum	2	3	25.75	3	False	gente Anglorum	gent angl	angl
gentis anglorum	2	3	25.75	3	False	gentis Anglorum	gent angl	angl
beati augustini	2	3	25.72	3	False	beati Augustini	beat augustin	augustin
sequente anno	2	3	25.67	3	False	sequente anno	sequent ann	ann
illis partibus	2	3	25.65	3	False	illis partibus	ill part	part
scripta legitur	2	3	25.64	3	False	scripta legitur	script legitur	legitur
sanctorum albani	2	3	25.46	3	False	sanctorum Albani	sanct alban	alban
regis britannici	2	3	25.41	3	False	regis Britannici	reg britannic	britannic
mihi videtur	2	3	25.18	3	False	mihi videtur	mih videtur	videtur
sancti germani	2	3	25.09	3	False	Sancti Germani	sanct german	german
adjutorium dei	2	3	25.04	2	False	adjutorium Dei	adjutor de	de
anno demum	2	4	24.95	4	False	Anno demum	ann dem	dem
christianam fidem	2	3	24.78	3	False	Christianam fidem	christian fid	fid
lucii regno	2	3	24.6	3	False	Lucii regno	luci regn	regn
ejus nominis	2	4	24.47	4	False	ejus nominis	ej nomin	nomin
partem tantum	2	3	24.07	2	False	partem tantum	part tant	tant
ejus translatione	2	3	24.05	2	False	ejus translatione	ej translation	translation
ecclesia sancti	2	4	24.04	4	False	ecclesia sancti	ecclesi sanct	sanct
majore britannia	2	3	24.03	3	False	majore Britannia	major britanni	britanni
frater ejus	2	3	24.03	3	False	frater ejus	frater ej	ej
adversus augustinum	2	3	23.95	3	False	adversus Augustinum	advers augustin	augustin
filium ejus	2	4	23.55	4	False	filium ejus	fil ej	ej
libro septimo	2	3	23.55	3	False	libro septimo	libr septim	septim
britanniam misit	2	3	23.23	3	False	Britanniam misit	britanni misit	misit
anno videlicet	2	4	23.05	4	False	anno videlicet	ann videlicet	videlicet
omnes homines	2	3	22.94	3	False	omnes homines	omn homin	homin
nos habere	2	3	22.6	2	False	nos habere	n haber	haber
nobis dictum	2	3	22.39	3	False	nobis dictum	nob dict	dict
ejus vita	2	6	22.37	6	False	ejus vita	ej vit	vit
carthaginiensis ecclesiae	2	3	21.97	3	False	Carthaginiensis ecclesiae	carthaginiens ecclesi	ecclesi
evangelium christi	2	3	21.86	3	False	evangelium Christi	evangel christ	christ
tempore britonum	2	4	21.76	4	False	Tempore Britonum	tempor briton	briton
matris ecclesiae	2	3	21.6	3	False	matris Ecclesiae	matr ecclesi	ecclesi
lucii temporibus	2	3	21.45	3	False	Lucii temporibus	luci tempor	tempor
locis britanniae	2	3	21.22	3	False	locis Britanniae	loc britanni	britanni
christi dogma	2	3	21.11	3	False	Christi dogma	christ dogm	dogm
totius regni	2	3	20.95	3	False	Totius regni	toti regn	regn
multo tempore	2	3	20.42	3	False	multo tempore	mult tempor	tempor
omnes episcopos	2	3	20.32	3	False	omnes episcopos	omn episcop	episcop
quarto anno	2	3	20.26	3	False	quarto anno	quart ann	ann
cujus rei	2	3	20.2	3	False	Cujus rei	cuj re	re
gratiae christi	2	4	19.99	4	False	gratiae Christi	grati christ	christ
sancti augustini	2	3	19.67	3	False	sancti Augustini	sanct augustin	augustin
britanniae regnum	2	3	19.66	3	False	Britanniae regnum	britanni regn	regn
pelagii nomen	2	3	19.5	3	False	Pelagii nomen	pelagi nomen	nomen
sicut beda	2	3	19.48	3	False	sicut Beda	sicut bed	bed
filii dei	2	3	19.39	3	False	filii Dei	fili de	de
britanniam insulam	2	3	19.29	3	False	Britanniam insulam	britanni insul	insul
tempore lucii	2	3	19.12	3	False	tempore Lucii	tempor luci	luci
britonum rege	2	3	19.04	3	False	Britonum rege	briton reg	reg
episcopus johannes	2	3	19.01	2	False	episcopus Johannes	episcop johann	johann
inquit johannes	2	3	18.91	3	False	inquit Johannes	inquit johann	johann
urbis ecclesia	2	3	18.89	3	False	urbis ecclesia	urb ecclesi	ecclesi
catholicae ecclesiae	2	3	18.79	2	False	Catholicae Ecclesiae	catholic ecclesi	ecclesi
hujus regni	2	3	18.69	3	False	hujus regni	huj regn	regn
britanniam adventum	2	3	18.62	3	False	Britanniam adventum	britanni advent	advent
rex anglorum	2	3	18.36	2	False	rex Anglorum	rex angl	angl
britannorum regis	2	3	18.32	3	False	Britannorum regis	britann reg	reg
anno decimo	2	3	18.3	3	False	Anno decimo	ann decim	decim
honorem dei	2	3	18.29	3	False	honorem Dei	honor de	de
ecclesiae suae	2	4	18.27	4	False	ecclesiae suae	ecclesi su	su
ejus corpus	2	3	18.17	3	False	ejus corpus	ej corp	corp
cujus nomen	2	4	18.09	4	False	cujus nomen	cuj nomen	nomen
historiae fidem	2	3	17.98	3	False	historiae fidem	histori fid	fid
britannia insula	2	3	17.42	3	False	Britannia insula	britanni insul	insul
sanctae ecclesiae	2	3	17.07	3	False	sanctae Ecclesiae	sanct ecclesi	ecclesi
vita augustini	2	3	16.99	3	False	vita Augustini	vit augustin	augustin
ejus opera	2	3	16.92	3	False	ejus opera	ej oper	oper
britanniae regem	2	3	16.76	3	False	Britanniae regem	britanni reg	reg
ecclesiae libello	2	3	16.29	3	False	ecclesiae libello	ecclesi libell	libell
