word	count	pct	pages	proper	loose_key
baptizati	2	0.031	2	False	baptizat
parum	2	0.031	2	False	p
quatuor	2	0.031	2	False	quatuor
glasconia	2	0.031	2	False	glasconi
sicut	2	0.031	2	False	sicut
pie	2	0.031	2	False	pi
initio	2	0.031	2	False	initi
richardus	2	0.031	2	True	richard
liberatum	2	0.031	2	False	liberat
libri	2	0.031	2	False	libr
regum	2	0.031	2	False	reg
extat	2	0.031	2	False	extat
superius	2	0.031	2	False	superi
portiones	2	0.031	1	False	portion
diligenter	2	0.031	2	False	diligenter
hida	2	0.031	1	False	hid
familiam	2	0.031	1	False	famili
possit	2	0.031	2	False	possit
henrico	2	0.031	2	False	henric
paganos	2	0.031	2	False	pagan
marium	2	0.031	2	False	mar
coillum	2	0.031	2	True	coill
marginem	2	0.031	2	False	margin
hardingus	2	0.031	2	True	harding
extitisse	2	0.031	1	False	extitiss
conversum	2	0.031	2	False	convers
quomodo	2	0.031	2	False	quomod
regem	2	0.031	2	False	reg
vespasiano	2	0.031	2	True	vespasian
unquam	2	0.031	2	False	unqu
vidit	2	0.031	2	False	vidit
coeli	2	0.031	2	False	coel
centum	2	0.031	1	False	cent
merlinum	2	0.031	1	True	merlin
exemplaribus	2	0.031	2	False	exemplar
paganorum	2	0.031	1	False	pagan
futurum	2	0.031	2	False	futur
dormitionem	2	0.031	2	False	dormition
accepit	2	0.031	2	False	accepit
cepit	2	0.031	1	False	cepit
somnum	2	0.031	1	False	somn
perpetuum	2	0.031	1	False	perpetu
jacet	2	0.031	1	False	jacet
linea	2	0.031	2	False	line
oratorii	2	0.031	1	False	oratori
cratibus	2	0.031	2	False	crat
vascula	2	0.031	1	False	vascul
alba	2	0.031	1	False	alb
cruore	2	0.031	1	False	cruor
perimpleta	2	0.031	1	False	perimplet
integrum	2	0.031	1	False	integr
illibatum	2	0.031	1	False	illibat
apertum	2	0.031	1	False	apert
aqua	2	0.031	2	False	aqu
ros	2	0.031	1	False	r
nobilissimam	2	0.031	1	False	nobilissim
tem	2	0.031	2	False	t
antiquior	2	0.031	2	False	antiquior
toti	2	0.031	2	False	tot
cujusdam	2	0.031	2	False	cujusd
malmes	2	0.031	2	False	malm
glaston	2	0.031	2	False	glaston
britannici	2	0.031	1	True	britannic
habita	2	0.031	1	False	habit
controversia	2	0.031	2	False	controversi
anglicanae	2	0.031	1	True	anglican
magnitudine	2	0.031	2	False	magnitudin
asservatis	2	0.031	2	False	asservat
invenimus	2	0.031	2	False	invenim
alterum	2	0.031	1	False	alt
ingressus	2	0.031	2	False	ingress
populos	2	0.031	2	False	popul
bathoniensis	2	0.031	2	True	bathoniens
diocesis	2	0.031	2	False	dioces
dixerunt	2	0.031	2	False	dixerunt
proba	2	0.031	1	False	prob
medium	2	0.031	2	False	med
probabilitatem	2	0.031	2	False	probabilitat
probatur	2	0.031	2	False	probatur
negativa	2	0.031	1	False	negativ
minoris	2	0.031	2	False	minor
titus	2	0.031	1	True	tit
cibo	2	0.031	2	False	cib
dici	2	0.031	1	False	dic
suscepit	2	0.031	1	False	suscepit
hispani	2	0.031	2	True	hispan
vivente	2	0.031	1	False	vivent
liberatus	2	0.031	2	False	liberat
titum	2	0.031	2	True	tit
alphonsus	2	0.031	2	True	alphons
antiqua	2	0.031	2	False	antiqu
produximus	2	0.031	2	False	produxim
antiochia	2	0.031	2	True	antiochi
erectum	2	0.031	2	False	erect
translatum	2	0.031	2	False	translat
partim	2	0.031	1	False	parti
loaisa	2	0.031	1	False	loais
factam	2	0.031	2	False	fact
divinam	2	0.031	1	False	divin
eysengreineus	2	0.031	2	True	eysengreine
concil	2	0.031	1	False	concil
carnis	2	0.031	2	False	carn
regnante	2	0.031	2	False	regnant
reliquisse	2	0.031	1	False	reliquiss
memoriam	2	0.031	2	False	memori
matth	2	0.031	1	True	matth
traditum	2	0.031	2	False	tradit
reliquias	2	0.031	1	False	reliqui
nostro	2	0.031	1	False	nostr
licentiam	2	0.031	2	False	licenti
dicti	2	0.031	2	False	dict
valeat	2	0.031	2	False	valeat
edvard	2	0.031	2	False	edvard
conventus	2	0.031	1	False	convent
crypta	2	0.031	2	False	crypt
arma	2	0.031	2	False	arm
latere	2	0.031	1	False	later
latus	2	0.031	1	False	lat
requiescunt	2	0.031	1	False	requiescunt
